"REVENUE_BOB";"CATEGORY2";"CATEGORY4";"CLICK_DATE";"CLICK_HOUR";"RN"
54213366;"Remarketing Campaigns";"1294241923";10/05/14;21;203
54213366;"Remarketing Campaigns";"1294241923";10/05/14;21;204
54213366;"Criteo";"1294241712";10/05/14;23;205
54213366;"Criteo";"1294241712";12/05/14;1;206
54213366;"Remarketing Campaigns";"1294241860";30/05/14;21;207
32213366;"Criteo";"1294241712";28/04/14;23;208
32213366;"Criteo";"1294241712";11/05/14;3;209
47213366;"Remarketing Campaigns";"1294241923";28/05/14;21;210
59613366;"Criteo";"1294241712";28/05/14;22;211
31213366;"Remarketing Campaigns";"1294241849";24/05/14;10;212
31213366;"Remarketing Campaigns";"1294241849";28/05/14;8;213
23413366;"Remarketing Campaigns";"1294241860";30/05/14;0;214
57213366;"Criteo";"1294241712";30/05/14;7;215
88213366;"Criteo";"1294241712";15/05/14;16;216
77213366;"Criteo";"1294241712";18/05/14;2;217
77213366;"Criteo";"1294241712";26/05/14;0;218
57213366;"Criteo";"1294241712";31/05/14;8;219
42613366;"Remarketing Campaigns";"1294241860";14/05/14;6;220
42613366;"Remarketing Campaigns";"1294241860";17/05/14;6;221
42613366;"Remarketing Campaigns";"1294241860";23/05/14;4;222
42613366;"Remarketing Campaigns";"1294241860";23/05/14;4;223
59613366;"Criteo";"1294241712";28/05/14;10;224
59613366;"Criteo";"1294241712";28/05/14;12;225
59613366;"Criteo";"1294241712";29/05/14;8;226
58613366;"Criteo";"1294241712";08/05/14;13;227
58613366;"Criteo";"1294241712";21/05/14;18;228
91613366;"Remarketing Campaigns";"1294241860";25/05/14;11;229
91613366;"Criteo";"1294241712";29/05/14;22;230
91613366;"Criteo";"1294241712";29/05/14;22;231
42913366;"Criteo";"1294241712";31/05/14;16;232
42913366;"Criteo";"1294241712";31/05/14;16;233
12913366;"Criteo";"1294241712";07/05/14;15;234
12913366;"Criteo";"1294241712";07/05/14;15;235
85913366;"Sociomantic";"1294241744";23/05/14;19;236
85913366;"Criteo";"1294241712";25/05/14;22;237
64813366;"Criteo";"1294241712";11/05/14;15;238
54813366;"Criteo";"1294241712";30/05/14;7;239
79813366;"Criteo";"1294241712";30/05/14;6;240
79813366;"Criteo";"1294241712";28/05/14;6;241
79813366;"Criteo";"1294241712";28/05/14;6;242
79813366;"Criteo";"1294241712";28/05/14;6;243
41813366;"Criteo";"1294241712";31/05/14;8;244
41813366;"Criteo";"1294241712";01/06/14;8;245
41813366;"Criteo";"1294241712";01/06/14;8;246
46913366;"Criteo";"1294241712";31/05/14;15;247
63773366;"Criteo";"1294241712";31/05/14;23;248
36913366;"Remarketing Campaigns";"1294241860";29/05/14;18;249
65813366;"Remarketing Campaigns";"1294241860";10/05/14;12;250
65813366;"Criteo";"1294241712";10/05/14;12;251
65813366;"Criteo";"1294241712";11/05/14;7;252
15813366;"Sociomantic";"1294241744";21/05/14;10;253
15813366;"Criteo";"1294241712";27/05/14;16;254
46713366;"Remarketing Campaigns";"1294241860";23/05/14;17;255
46713366;"Remarketing Campaigns";"1294241860";24/05/14;18;256
46713366;"Remarketing Campaigns";"1294241860";24/05/14;18;257
46713366;"Remarketing Campaigns";"1294241860";24/05/14;18;258
36913366;"Remarketing Campaigns";"1294241860";29/05/14;16;259
36913366;"Remarketing Campaigns";"1294241860";29/05/14;16;260
36913366;"Remarketing Campaigns";"1294241860";29/05/14;18;261
36913366;"Remarketing Campaigns";"1294241860";29/05/14;18;262
36913366;"Remarketing Campaigns";"1294241860";30/05/14;16;263
36913366;"Remarketing Campaigns";"1294241860";01/06/14;7;264
54813366;"Remarketing Campaigns";"1294241849";01/06/14;8;265
38813366;"Criteo";"1294241712";28/05/14;17;266
79713366;"Criteo";"1294241712";01/06/14;8;267
79713366;"Criteo";"1294241712";01/06/14;8;268
71773366;"Criteo";"1294241712";31/05/14;23;269
71773366;"Criteo";"1294241712";31/05/14;23;270
43573366;"Criteo";"1294241712";31/05/14;22;271
43573366;"Criteo";"1294241712";31/05/14;22;272
93573366;"Criteo";"1294241712";31/05/14;20;273
23773366;"Remarketing Campaigns";"1294241860";31/05/14;23;274
23773366;"Remarketing Campaigns";"1294241860";31/05/14;23;275
63773366;"Criteo";"1294241712";31/05/14;18;276
63773366;"Criteo";"1294241712";31/05/14;22;277
93773366;"Criteo";"1294241712";11/05/14;0;278
93773366;"Criteo";"1294241712";13/05/14;23;279
72573366;"Criteo";"1294241712";30/05/14;22;280
52573366;"Criteo";"1294241712";31/05/14;22;281
52573366;"Criteo";"1294241712";31/05/14;22;282
54173366;"Remarketing Campaigns";"1294241923";24/05/14;21;283
18173366;"Criteo";"1294241712";27/04/14;16;284
21913366;"Criteo";"1294241712";25/04/14;19;285
21913366;"Criteo";"1294241712";25/04/14;19;286
21913366;"Criteo";"1294241712";26/04/14;12;287
21913366;"Criteo";"1294241712";26/04/14;19;288
21913366;"Remarketing Campaigns";"1294241860";29/04/14;19;289
21913366;"Remarketing Campaigns";"1294241923";19/05/14;21;290
76813366;"Criteo";"1294241712";01/05/14;20;291
76813366;"Criteo";"1294241712";03/05/14;7;292
76813366;"Criteo";"1294241712";03/05/14;7;293
82573366;"Remarketing Campaigns";"1294241860";28/04/14;17;294
82573366;"Criteo";"1294241712";28/04/14;17;295
82573366;"Criteo";"1294241712";01/05/14;22;296
82573366;"Criteo";"1294241712";11/05/14;23;297
82573366;"Remarketing Campaigns";"1294241860";27/05/14;23;298
43573366;"Criteo";"1294241712";28/05/14;14;299
43573366;"Remarketing Campaigns";"1294241860";29/05/14;10;300
43573366;"Criteo";"1294241712";30/05/14;8;301
43573366;"Criteo";"1294241712";30/05/14;8;302
43573366;"Criteo";"1294241712";30/05/14;13;303
88173366;"Remarketing Campaigns";"1294241860";30/05/14;21;304
18173366;"Criteo";"1294241712";27/04/14;16;305
18173366;"Criteo";"1294241712";27/04/14;16;306
63773366;"Remarketing Campaigns";"1294241860";31/05/14;18;307
93773366;"Criteo";"1294241712";25/04/14;8;308
52573366;"Criteo";"1294241712";26/05/14;23;309
52573366;"Criteo";"1294241712";26/05/14;23;310
18173366;"Criteo";"1294241712";29/04/14;19;311
61173366;"Criteo";"1294241712";18/05/14;21;312
61173366;"Criteo";"1294241712";18/05/14;21;313
61173366;"Criteo";"1294241712";31/05/14;23;314
81173366;"Criteo";"1294241712";01/06/14;0;315
91173366;"Criteo";"1294241712";01/06/14;0;316
63373366;"Criteo";"1294241712";31/05/14;18;317
63373366;"Criteo";"1294241712";31/05/14;23;318
63373366;"Criteo";"1294241712";31/05/14;23;319
63373366;"Criteo";"1294241712";01/06/14;0;320
63373366;"Criteo";"1294241712";01/06/14;0;321
67653366;"Criteo";"1294241712";01/06/14;0;322
63373366;"Criteo";"1294241712";01/06/14;0;323
44453366;"Criteo";"1294241712";15/05/14;19;324
48453366;"Criteo";"1294241712";31/05/14;12;325
93453366;"Remarketing Campaigns";"1294241860";31/05/14;22;326
83453366;"Criteo";"1294241712";25/05/14;20;327
83453366;"Criteo";"1294241712";28/05/14;20;328
83453366;"Criteo";"1294241712";31/05/14;21;329
83453366;"Criteo";"1294241712";31/05/14;21;330
77253366;"Criteo";"1294241712";10/05/14;13;331
95253366;"Criteo";"1294241712";26/05/14;23;332
95253366;"Criteo";"1294241712";27/05/14;1;333
27653366;"Remarketing Campaigns";"1294241860";11/05/14;23;334
67653366;"Criteo";"1294241712";29/05/14;23;335
67653366;"Criteo";"1294241712";29/05/14;23;336
67653366;"Criteo";"1294241712";30/05/14;0;337
97653366;"Criteo";"1294241712";31/05/14;21;338
57653366;"Remarketing Campaigns";"1294241860";31/05/14;11;339
44953366;"Remarketing Campaigns";"1294241860";31/05/14;14;340
35373366;"Criteo";"1294241712";13/05/14;23;341
35373366;"Remarketing Campaigns";"1294241860";13/05/14;23;342
21373366;"Criteo";"1294241712";29/05/14;22;343
61373366;"Criteo";"1294241712";31/05/14;22;344
61373366;"Criteo";"1294241712";31/05/14;23;345
44453366;"Criteo";"1294241712";17/04/14;14;346
18173366;"Criteo";"1294241712";27/04/14;17;347
18173366;"Criteo";"1294241712";28/04/14;20;348
18173366;"Remarketing Campaigns";"1294241923";28/04/14;21;349
18173366;"Criteo";"1294241712";28/04/14;21;350
18173366;"Criteo";"1294241712";29/04/14;22;351
18173366;"Criteo";"1294241712";05/05/14;15;352
63373366;"Criteo";"1294241712";27/05/14;9;353
63373366;"Criteo";"1294241712";29/05/14;17;354
44453366;"Sociomantic";"1294241744";16/05/14;22;355
44453366;"Criteo";"1294241712";17/05/14;21;356
44453366;"Criteo";"1294241712";17/05/14;22;357
44453366;"Criteo";"1294241712";19/05/14;22;358
44453366;"Criteo";"1294241712";20/05/14;14;359
44453366;"Criteo";"1294241712";20/05/14;22;360
44453366;"Criteo";"1294241712";20/05/14;22;361
44453366;"Criteo";"1294241712";21/05/14;23;362
44453366;"Criteo";"1294241712";21/05/14;23;363
44453366;"Criteo";"1294241712";26/05/14;22;364
56453366;"Criteo";"1294241712";19/04/14;15;365
77253366;"Criteo";"1294241712";22/05/14;11;366
77253366;"Criteo";"1294241712";24/05/14;11;367
95253366;"Criteo";"1294241712";27/05/14;19;368
95253366;"Criteo";"1294241712";31/05/14;14;369
53253366;"Criteo";"1294241712";20/04/14;18;370
97653366;"Criteo";"1294241712";15/05/14;13;371
26373366;"Criteo";"1294241712";27/05/14;20;372
26373366;"Remarketing Campaigns";"1294241923";27/05/14;21;373
35373366;"Criteo";"1294241712";07/05/14;23;374
35373366;"Criteo";"1294241712";26/05/14;20;375
44453366;"Criteo";"1294241712";17/04/14;14;376
44453366;"Criteo";"1294241712";17/04/14;14;377
44453366;"Criteo";"1294241712";17/04/14;14;378
44453366;"Criteo";"1294241712";17/04/14;14;379
76953366;"Remarketing Campaigns";"1294241860";01/06/14;0;380
29853366;"Criteo";"1294241712";01/06/14;1;381
44453366;"Criteo";"1294241712";19/04/14;19;382
44453366;"Criteo";"1294241712";19/04/14;19;383
44453366;"Criteo";"1294241712";19/04/14;19;384
44453366;"Criteo";"1294241712";27/05/14;20;385
42453366;"Remarketing Campaigns";"1294241860";14/05/14;0;386
42453366;"Remarketing Campaigns";"1294241860";31/05/14;21;387
38453366;"Criteo";"1294241712";20/04/14;18;388
38453366;"Criteo";"1294241712";20/04/14;18;389
38453366;"Criteo";"1294241712";26/04/14;23;390
38453366;"Criteo";"1294241712";26/04/14;23;391
38453366;"Criteo";"1294241712";26/04/14;23;392
73453366;"Remarketing Campaigns";"1294241849";31/05/14;20;393
24253366;"Criteo";"1294241712";31/05/14;23;394
35253366;"Sociomantic";"1294241744";01/06/14;0;395
41253366;"Criteo";"1294241712";30/05/14;20;396
41253366;"Criteo";"1294241712";31/05/14;17;397
95653366;"Criteo";"1294241712";01/06/14;0;398
55653366;"Remarketing Campaigns";"1294241860";31/05/14;20;399
15653366;"Remarketing Campaigns";"1294241860";31/05/14;22;400
35653366;"Remarketing Campaigns";"1294241860";10/05/14;21;401
76953366;"Remarketing Campaigns";"1294241860";31/05/14;19;402
76953366;"Remarketing Campaigns";"1294241860";31/05/14;19;403
76953366;"Remarketing Campaigns";"1294241860";31/05/14;19;404
76953366;"Remarketing Campaigns";"1294241860";31/05/14;19;405
76953366;"Remarketing Campaigns";"1294241860";31/05/14;19;406
76953366;"Remarketing Campaigns";"1294241860";01/06/14;0;407
36953366;"Remarketing Campaigns";"1294241860";31/05/14;21;408
98953366;"Criteo";"1294241712";28/05/14;7;409
25953366;"Criteo";"1294241712";28/05/14;23;410
91853366;"Remarketing Campaigns";"1294241860";01/06/14;0;411
83853366;"Criteo";"1294241712";01/06/14;1;412
83853366;"Criteo";"1294241712";01/06/14;1;413
86753366;"Criteo";"1294241712";28/05/14;22;414
86753366;"Criteo";"1294241712";28/05/14;22;415
86753366;"Criteo";"1294241712";01/06/14;1;416
34553366;"Criteo";"1294241712";26/05/14;23;417
62653366;"Criteo";"1294241712";26/05/14;22;418
62653366;"Criteo";"1294241712";26/05/14;22;419
92653366;"Criteo";"1294241712";31/05/14;23;420
92653366;"Criteo";"1294241712";31/05/14;23;421
52653366;"Criteo";"1294241712";31/05/14;19;422
52653366;"Criteo";"1294241712";01/06/14;0;423
71653366;"Criteo";"1294241712";22/05/14;17;424
71653366;"Criteo";"1294241712";22/05/14;17;425
25953366;"Criteo";"1294241712";31/05/14;23;426
25953366;"Criteo";"1294241712";01/06/14;0;427
29853366;"Criteo";"1294241712";24/05/14;12;428
29853366;"Criteo";"1294241712";25/05/14;14;429
29853366;"Criteo";"1294241712";26/05/14;23;430
29853366;"Criteo";"1294241712";26/05/14;23;431
29853366;"Criteo";"1294241712";29/05/14;18;432
29853366;"Criteo";"1294241712";01/06/14;1;433
29853366;"Criteo";"1294241712";01/06/14;1;434
64753366;"Remarketing Campaigns";"1294241849";01/06/14;0;435
16753366;"Criteo";"1294241712";19/05/14;23;436
16753366;"Criteo";"1294241712";19/05/14;23;437
16753366;"Criteo";"1294241712";19/05/14;23;438
16753366;"Criteo";"1294241712";19/05/14;23;439
16753366;"Criteo";"1294241712";25/05/14;21;440
16753366;"Criteo";"1294241712";25/05/14;21;441
16753366;"Criteo";"1294241712";25/05/14;21;442
16753366;"Criteo";"1294241712";25/05/14;21;443
16753366;"Criteo";"1294241712";31/05/14;21;444
16753366;"Criteo";"1294241712";31/05/14;21;445
29753366;"Criteo";"1294241712";01/06/14;0;446
55753366;"Criteo";"1294241712";01/06/14;0;447
51753366;"Criteo";"1294241712";29/05/14;22;448
78553366;"Criteo";"1294241712";21/05/14;21;449
78553366;"Criteo";"1294241712";31/05/14;19;450
95553366;"Criteo";"1294241712";01/06/14;1;451
84153366;"Criteo";"1294241712";01/06/14;1;452
74153366;"Remarketing Campaigns";"1294241923";27/05/14;19;453
74153366;"Remarketing Campaigns";"1294241923";27/05/14;19;454
74153366;"Criteo";"1294241712";31/05/14;16;455
74153366;"Remarketing Campaigns";"1294241902";01/06/14;0;456
73413366;"Criteo";"1294241712";16/05/14;22;457
44213366;"Criteo";"1294241712";01/06/14;3;458
49753366;"Criteo";"1294241712";01/06/14;1;459
79753366;"Criteo";"1294241712";07/05/14;21;460
79753366;"Criteo";"1294241712";07/05/14;21;461
16553366;"Criteo";"1294241712";26/05/14;1;462
16553366;"Sociomantic";"1294241744";26/05/14;11;463
16553366;"Criteo";"1294241712";26/05/14;11;464
16553366;"Criteo";"1294241712";26/05/14;11;465
77553366;"Criteo";"1294241712";31/05/14;23;466
77553366;"Criteo";"1294241712";01/06/14;1;467
61553366;"Criteo";"1294241712";01/06/14;1;468
81553366;"Remarketing Campaigns";"1294241860";31/05/14;22;469
81553366;"Remarketing Campaigns";"1294241860";31/05/14;22;470
81553366;"Criteo";"1294241712";31/05/14;22;471
13353366;"Criteo";"1294241712";01/06/14;3;472
89913366;"Criteo";"1294241712";01/06/14;4;473
89913366;"Criteo";"1294241712";01/06/14;7;474
67353366;"Criteo";"1294241712";01/06/14;2;475
54413366;"Criteo";"1294241712";01/06/14;3;476
54413366;"Criteo";"1294241712";01/06/14;3;477
18413366;"Remarketing Campaigns";"1294241860";01/06/14;1;478
16153366;"Criteo";"1294241712";30/05/14;15;479
44453366;"Criteo";"1294241712";21/04/14;14;480
44453366;"Criteo";"1294241712";21/04/14;14;481
44453366;"Criteo";"1294241712";27/05/14;14;482
42453366;"Remarketing Campaigns";"1294241860";13/05/14;0;483
42453366;"Remarketing Campaigns";"1294241860";14/05/14;19;484
22453366;"Criteo";"1294241712";20/04/14;10;485
22453366;"Criteo";"1294241712";20/04/14;11;486
22453366;"Criteo";"1294241712";21/04/14;22;487
22453366;"Criteo";"1294241712";21/04/14;22;488
22453366;"Remarketing Campaigns";"1294241860";22/04/14;20;489
78453366;"Criteo";"1294241712";01/05/14;22;490
78453366;"Criteo";"1294241712";01/05/14;22;491
78453366;"Criteo";"1294241712";03/05/14;20;492
78453366;"Criteo";"1294241712";03/05/14;20;493
73453366;"Criteo";"1294241712";18/05/14;11;494
73453366;"Criteo";"1294241712";22/05/14;6;495
35253366;"Remarketing Campaigns";"1294241860";16/05/14;0;496
93413366;"Criteo";"1294241712";15/05/14;23;497
35653366;"Remarketing Campaigns";"1294241860";05/05/14;22;498
52853366;"Criteo";"1294241712";24/04/14;17;499
86753366;"Criteo";"1294241712";30/05/14;10;500
24553366;"Criteo";"1294241712";15/05/14;0;501
62653366;"Remarketing Campaigns";"1294241860";23/05/14;0;502
69653366;"Remarketing Campaigns";"1294241860";20/05/14;1;503
71653366;"Criteo";"1294241712";22/05/14;17;504
56853366;"Criteo";"1294241712";13/05/14;18;505
29853366;"Remarketing Campaigns";"1294241860";12/05/14;21;506
29853366;"Criteo";"1294241712";16/05/14;15;507
